헤드라인,URL,작성시간,언론사,기자명,댓글수,공감_유익해요,공감_감동받았어요,공감_분석탁월해요,공감_놀랍네요,공감_추천해요
[세종로의 아침] 낙인의 문법을 넘어서,https://n.news.naver.com/mnews/article/081/0003662060?sid=110,2026-07-17 05:13:12,서울신문,,8,1,1,5,0,0
사투리 쓰기·새우젓 굿즈… MZ들 놀이터 된 ‘시고르’,https://n.news.naver.com/mnews/article/023/0003988064?sid=103,2026-07-17 00:43:08,조선일보,,47,2,34,0,4,2
8강 진출 T1… 케리아의 우승 세리머니는 “파리 야호”,https://m.sports.naver.com/esports/article/025/0003538205,,중앙일보,,0,0,0,0,0,0
"[움짤] 리센느 제나, LOVE ATTACK 최애파트 끄덕끄덕",https://m.entertain.naver.com/article/408/0000315182,2026-07-16 21:28:10,MBC연예,고대현,0,0,0,0,0,0
[포토] 안녕하세요원이응원합니다,https://m.entertain.naver.com/article/408/0000315181,2026-07-16 21:24:07,MBC연예,고대현,0,0,0,0,0,0
"[포토] 리센느 미나미, 1분의 간절함 내가 서사다요~",https://m.entertain.naver.com/article/408/0000315176,2026-07-16 20:18:15,MBC연예,고대현,0,0,0,0,0,0
"[포토] 리센느 제나, 부엉까엉 신라의 달밤",https://m.entertain.naver.com/article/408/0000315175,2026-07-16 20:03:09,MBC연예,고대현,0,0,0,0,0,0
20대가 바닥? 4050은 더 심각…조국 '무섭노' 논란 뒤 현실 [신현보의 딥데이터],https://n.news.naver.com/mnews/article/015/0005310962?sid=100,2026-07-16 20:02:17,한국경제,,216,2,130,0,7,9
"[포토] 리센느 리브, 발가락 따봉 버금가는 으뜸 미모",https://m.entertain.naver.com/article/408/0000315174,2026-07-16 19:55:09,MBC연예,고대현,0,0,0,0,0,0
"&#x27;1년 만에 180도 달라졌다&#x27;…리센느, 팬덤도 취재 열기도 폭발 &#x27;홍보대사 존재감&#x27; [MD현장]",https://m.entertain.naver.com/article/117/0004085370,2026-07-16 19:51:09,마이데일리,김도형,0,0,0,0,0,0
"[포토] 리센느 메이, 당당하게 별 만드세요",https://m.entertain.naver.com/article/408/0000315173,2026-07-16 19:45:09,MBC연예,고대현,0,0,0,0,0,0
&#x27;제53회 한국방송대상&#x27; 시청자 온라인 투표 시작…100% 반영,https://m.entertain.naver.com/article/018/0006332016,2026-07-16 19:29:10,이데일리,,0,0,0,0,0,0
리센느 원이 &quot;우리 노래 나온다&quot; 창문 내려…광희 &quot;진짜 연예인병&quot; 공감 (30분만),https://m.entertain.naver.com/article/311/0002034689,2026-07-16 19:01:12,엑스포츠뉴스,이창규 기자,0,0,0,0,0,0
"'리센느 효과' 후끈, '캐릭터 라이선싱 페어' 개막부터 인산인해...문체부 &quot;캐릭터, K-콘텐츠와 산업 잇는 핵심 매개체&quot;",https://n.news.naver.com/mnews/article/014/0005549393?sid=103,2026-07-16 18:55:12,파이낸셜뉴스,,2,1,1,0,0,0
리센느 원이·메이·리브 “프리티걸 잘 살리는 건 나” 극강의 자신감,https://m.entertain.naver.com/article/144/0001126625,2026-07-16 18:14:10,스포츠경향,이슬기 기자,0,0,0,0,0,0
케데헌 열풍 올라탄 K캐릭터 축제…‘잔망루피’부터 ‘레미니’까지 총출동,https://n.news.naver.com/mnews/article/011/0004642406?sid=103,2026-07-16 18:13:15,서울경제,,0,0,0,0,0,0
&#x27;리센느&#x27;와 함께 너도? 나도! 2026 캐릭터 라이선싱 페어x보드게임콘,https://m.sports.naver.com/esports/article/442/0000194508,,인벤,,0,0,0,0,0,0
리센느 뜨자 코엑스 들썩…‘캐릭터 라이선싱 페어’ 홍보대사로 위촉,https://n.news.naver.com/mnews/article/449/0000353155?sid=102,2026-07-16 17:58:59,채널A,,15,0,10,0,0,0
리센느 원이 &quot;요즘 웃겨야 한단 부담감 생겨...데뷔 후 처음으로 독방&quot; [RE:뷰],https://m.entertain.naver.com/article/213/0001394561,2026-07-16 17:57:08,TV리포트,,0,0,0,0,0,0
달라진 위상으로 &#x27;2년 연속 홍보대사&#x27; 리센느 &quot;멤버들 모두 평소 캐릭터에 관심이 많다&quot;,https://m.entertain.naver.com/article/117/0004085337,2026-07-16 17:42:08,마이데일리,곽경훈,0,0,0,0,0,0
"이선민, ‘북부대공’ 넘어 ‘복부대공’…에이티즈 최산 ‘배드’ 챌린지 도전 [IS하이컷]",https://m.entertain.naver.com/article/241/0003520358,2026-07-16 17:39:39,일간스포츠,,0,0,0,0,0,0
"소속사 돈쭐내줘야…‘역주행 1위’ 리센느, 美친 굿즈 가격",https://m.entertain.naver.com/article/609/0001146878,2026-07-16 17:20:12,뉴스엔,황혜진,0,0,0,0,0,0
인기 K-캐릭터 총출동...국내 최대 캐릭터 축제 주말까지 열린다,https://n.news.naver.com/mnews/article/052/0002380511?sid=103,2026-07-16 17:11:44,YTN,,0,0,1,0,0,0
"[TD영상] 리센느, &#x27;코엑스에도 울려퍼진 야호~&#x27; 캐릭터처럼 귀여운 홍보대사들의 위촉식",https://m.entertain.naver.com/article/440/0000037662,2026-07-16 16:53:10,티브이데일리,채아영 기자,0,0,0,0,0,0
"도미노피자 얼굴 된 리센느, 독보적 상큼한 빛난 개인 컷 공개",https://m.entertain.naver.com/article/144/0001126595,2026-07-16 16:36:19,스포츠경향,이슬기 기자,0,0,0,0,0,0
"박정수, 손녀와 거제 여행 중 리센느 자만추‥콧소리로 함께 “야~호”(웬만해선)",https://m.entertain.naver.com/article/609/0001146852,2026-07-16 16:32:15,뉴스엔,이하나,0,0,0,0,0,0
"리센느 원이, 심장 폭행하는 러브 어택 [엑&#x27;s 숏폼]",https://m.entertain.naver.com/article/311/0002034584,2026-07-16 16:28:21,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
"[ET포토] 리센느 메이-원이, &#x27;리듬에 맞춰 러블리하게&#x27;",https://m.entertain.naver.com/article/030/0003448575,2026-07-16 16:24:15,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 원이, &#x27;발랄한 보조개 미소&#x27;",https://m.entertain.naver.com/article/030/0003448573,2026-07-16 16:22:14,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 미나미, &#x27;갸루 대신 청순&#x27;",https://m.entertain.naver.com/article/030/0003448572,2026-07-16 16:20:15,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 제나, &#x27;사랑스러운 시선으로&#x27;",https://m.entertain.naver.com/article/030/0003448569,2026-07-16 16:16:14,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 메이, &#x27;팅커벨처럼&#x27;",https://m.entertain.naver.com/article/030/0003448567,2026-07-16 16:15:10,전자신문,이승훈,0,0,0,0,0,0
"&quot;대세 리센느 떴다&quot;…구름관중 몰린 캐릭터 페어, ‘레미니’ 특별관도 문전성시",https://n.news.naver.com/mnews/article/018/0006331868?sid=103,2026-07-16 16:15:08,이데일리,,0,0,1,0,1,0
"[ET포토] 리센느 리브, &#x27;청순미 흩날리며&#x27;",https://m.entertain.naver.com/article/030/0003448565,2026-07-16 16:13:12,전자신문,이승훈,0,0,0,0,0,0
리센느 멤버 본뜬 캐릭터 굿즈,https://n.news.naver.com/mnews/article/421/0009064145?sid=103,2026-07-16 16:11:09,뉴스1,,0,0,1,0,0,0
"[ET포토] 리센느 원이, &#x27;백조처럼 춤을&#x27;",https://m.entertain.naver.com/article/030/0003448562,2026-07-16 16:10:10,전자신문,이승훈,0,0,0,0,0,0
캐릭터 업고 영토 넓히는 K콘텐츠 IP…'캐릭터 라이선싱 페어 2026' 개막,https://n.news.naver.com/mnews/article/018/0006331861?sid=103,2026-07-16 16:09:10,이데일리,,0,1,0,0,1,0
리센느 멤버 본뜬 캐릭터 ‘레미니’,https://n.news.naver.com/mnews/article/421/0009064130?sid=103,2026-07-16 16:09:25,뉴스1,,0,0,0,0,0,0
&#x27;중소돌의 기적&#x27; 리센느 신드롬은 지금부터 [이슈&amp;톡],https://m.entertain.naver.com/article/440/0000037657,2026-07-16 16:05:07,티브이데일리,안윤지 기자,0,0,0,0,0,0
"리센느·에이티즈…‘빅4’ 밖 아이돌 전성시대, 다양해지는 성공 방정식",https://n.news.naver.com/mnews/article/028/0002814433?sid=103,2026-07-16 16:02:32,한겨레,,1,8,1,0,0,0
"[ET포토] 리센느 메이, &#x27;도도한 미소&#x27;",https://m.entertain.naver.com/article/030/0003448560,2026-07-16 15:55:10,전자신문,이승훈,0,0,0,0,0,0
"‘갸루 야호’ 리센느 미나미, ‘프리티 걸’ 직캠(RESCENE) [O! STAR 숏폼]",https://m.entertain.naver.com/article/109/0005572313,2026-07-16 15:53:11,OSEN,조은정,0,0,0,0,0,0
"[ET포토] 리센느 제나, &#x27;상큼한 액션&#x27;",https://m.entertain.naver.com/article/030/0003448559,2026-07-16 15:53:10,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 원이, &#x27;화이트 엔젤&#x27;",https://m.entertain.naver.com/article/030/0003448558,2026-07-16 15:50:10,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 제나, &#x27;우아한 프린세스&#x27;",https://m.entertain.naver.com/article/030/0003448556,2026-07-16 15:48:15,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느 미나미, &#x27;텐션 높은 열창&#x27;",https://m.entertain.naver.com/article/030/0003448554,2026-07-16 15:46:15,전자신문,이승훈,0,0,0,0,0,0
리센느 ‘캐릭터 라이선싱 페어’ 홍보대사로 위촉,https://n.news.naver.com/mnews/article/011/0004642318?sid=103,2026-07-16 15:43:08,서울경제,,2,0,0,0,0,0
"리센느 메이, &#x27;0819 생일&#x27; 특별 이벤트 진행",https://m.entertain.naver.com/article/629/0000516767,2026-07-16 15:19:09,더팩트,,0,0,0,0,0,0
리센느 뜨자 코엑스 들썩…캐릭터 덕후들 '레미니'에 열광,https://n.news.naver.com/mnews/article/003/0014071538?sid=103,2026-07-16 15:05:20,뉴시스,,57,5,22,1,8,5
"박정수, 손녀와 거제 여행 중 횡재..리센느 자만추에 “최고다”(‘웬만해선’)",https://m.entertain.naver.com/article/112/0003801685,2026-07-16 15:00:11,헤럴드뮤즈,김나율,0,0,0,0,0,0
"박정수, 거제서 리센느 만났다…원이와 “야호”",https://m.entertain.naver.com/article/009/0005708387,2026-07-16 14:58:09,매일경제,김소연 스타투데이,0,0,0,0,0,0
"박정수, 거제서 우연히 리센느 만났다…&quot;너희들이 최고다&quot;",https://m.entertain.naver.com/article/003/0014071420,2026-07-16 14:44:12,뉴시스,이종희,0,0,0,0,0,0
"&quot;리센느 때문에 왔어&quot; 박정수, 거제서 &#x27;자만추&#x27; 성공…함께 &#x27;야호&#x27;까지",https://m.entertain.naver.com/article/477/0000618615,2026-07-16 14:19:08,스포티비뉴스,정혜원,0,0,0,0,0,0
"리센느, 어디서나 당당하게 야호 [MHN영상]",https://m.entertain.naver.com/article/445/0000439738,2026-07-16 14:17:08,MHN스포츠,이지숙,0,0,0,0,0,0
"리센느, &#x27;프리티걸&#x27; 2026 캐릭터 라이선싱 페어 개막식 축하공연 [MHN영상]",https://m.entertain.naver.com/article/445/0000439737,2026-07-16 14:15:08,MHN스포츠,이지숙,0,0,0,0,0,0
"리센느 미나미, 갸루 벗고 청순 미모 자랑 [엑&#x27;s 숏폼]",https://m.entertain.naver.com/article/311/0002034490,2026-07-16 14:07:09,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
"리센느 원이, 상큼발랄 프리티걸 [엑&#x27;s 숏폼]",https://m.entertain.naver.com/article/311/0002034489,2026-07-16 14:05:09,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
[포토] 리센느 화려한 공연,https://m.entertain.naver.com/article/022/0004143576,2026-07-16 13:55:06,세계일보,이재문ㅁ이재문 기자기자,0,0,0,0,0,0
캐릭터 라이선싱 페어 [한강로 사진관],https://n.news.naver.com/mnews/article/022/0004143571?sid=102,2026-07-16 13:49:06,세계일보,,1,2,0,0,0,0
"[ET포토] 리센느, &#x27;당당하게 걷는 소녀들&#x27;",https://m.entertain.naver.com/article/030/0003448482,2026-07-16 13:48:15,전자신문,이승훈,0,0,0,0,0,0
박정수 실제 상황…&quot;거제서 우연히 리센느 만났다&quot; [소셜in],https://m.entertain.naver.com/article/408/0000315149,2026-07-16 13:46:08,MBC연예,"백승훈, 사진출처 유튜브",0,0,0,0,0,0
[ET포토] 여름에는 리센느,https://m.entertain.naver.com/article/030/0003448481,2026-07-16 13:46:14,전자신문,이승훈,0,0,0,0,0,0
리센느의 인기,https://n.news.naver.com/mnews/article/003/0014071210?sid=101,2026-07-16 13:43:48,뉴시스,,0,0,0,0,0,0
코엑스 가득 메운 캐릭터 라이선싱 페어 2026 관람객들,https://n.news.naver.com/mnews/article/003/0014071214?sid=101,2026-07-16 13:43:48,뉴시스,,0,0,0,0,0,0
"[ET포토] 리센느, &#x27;다섯가지의 매력&#x27;",https://m.entertain.naver.com/article/030/0003448480,2026-07-16 13:40:12,전자신문,이승훈,0,0,0,0,0,0
"[ET포토] 리센느, &#x27;대세로 떠오른 걸그룹&#x27;",https://m.entertain.naver.com/article/030/0003448479,2026-07-16 13:39:14,전자신문,이승훈,0,0,0,0,0,0
리센느 미나미 &#x27;설렘주의&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034483,2026-07-16 13:39:14,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
리센느 원이 &#x27;뼈말라 몸매&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034482,2026-07-16 13:37:14,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
"[ET포토] 리센느, &#x27;역주행 1위곡 러브어택 무대&#x27;",https://m.entertain.naver.com/article/030/0003448477,2026-07-16 13:37:14,전자신문,이승훈,0,0,0,0,0,0
리센느 메이 &#x27;워너비 각선미&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034479,2026-07-16 13:36:19,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
리센느 제나 &#x27;당당하게 걷기&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034481,2026-07-16 13:36:24,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
리센느 원이 &#x27;상큼 발랄&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034478,2026-07-16 13:35:09,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
리센느 원이 &#x27;내 미모를 봐&#x27;[엑&#x27;s HD포토],https://m.entertain.naver.com/article/311/0002034477,2026-07-16 13:34:14,엑스포츠뉴스,박지영 기자,0,0,0,0,0,0
"신예은이 그리는 삶, 어찌 거부하리",https://n.news.naver.com/mnews/article/310/0000138394?sid=103,2026-07-16 13:28:20,여성신문,,0,1,0,0,1,0
“캐릭터 야호~”…리센느와 함께 개막한 ‘캐릭터 라이선싱 페어’,https://m.entertain.naver.com/article/021/0002805192,2026-07-16 13:26:13,문화일보,안진용,0,0,0,0,0,0
'리센느 인기가 이 정도',https://n.news.naver.com/mnews/article/001/0016198640?sid=103,2026-07-16 13:03:13,연합뉴스,,0,2,0,0,0,0
"리센느, 요즘 대세의 인기",https://n.news.naver.com/mnews/article/001/0016198638?sid=103,2026-07-16 13:03:02,연합뉴스,,0,0,0,0,0,0
리센느 보기 위해 몰린 인파,https://n.news.naver.com/mnews/article/001/0016198639?sid=103,2026-07-16 13:03:09,연합뉴스,,0,0,1,0,0,0
빛나는 리센느,https://n.news.naver.com/mnews/article/001/0016198634?sid=103,2026-07-16 13:02:38,연합뉴스,,0,0,0,0,0,0
'요즘 대세' 리센느의 축하공연,https://n.news.naver.com/mnews/article/001/0016198636?sid=103,2026-07-16 13:02:51,연합뉴스,,0,0,0,0,0,0
"리센느, '캐릭터 라이선싱 페어' 홍보대사로 위촉",https://n.news.naver.com/mnews/article/001/0016198628?sid=103,2026-07-16 13:02:08,연합뉴스,,0,0,0,0,0,0
'캐릭터 라이선싱 페어' 홍보대사에 리센느,https://n.news.naver.com/mnews/article/001/0016198627?sid=103,2026-07-16 13:02:05,연합뉴스,,0,1,0,0,0,0
'러브 어택' 무대 선보이는 리센느,https://n.news.naver.com/mnews/article/001/0016198633?sid=103,2026-07-16 13:02:32,연합뉴스,,0,0,0,0,0,3
'캐릭터 라이선싱 페어' 홍보대사로 위촉된 리센느,https://n.news.naver.com/mnews/article/001/0016198632?sid=103,2026-07-16 13:02:28,연합뉴스,,0,0,0,0,0,0
홍보대사 위촉 소감 말하는 원이,https://n.news.naver.com/mnews/article/001/0016198629?sid=103,2026-07-16 13:02:12,연합뉴스,,0,0,0,0,0,0
"리센느, '캐릭터 라이선싱 페어' 홍보대사로 위촉",https://n.news.naver.com/mnews/article/001/0016198630?sid=103,2026-07-16 13:02:15,연합뉴스,,0,0,0,0,0,0
"리센느, 요즘 대세",https://n.news.naver.com/mnews/article/001/0016198631?sid=103,2026-07-16 13:02:22,연합뉴스,,0,0,0,0,0,0
"리센느, 캐릭터 라이선싱 페어 홍보대사 위촉",https://m.entertain.naver.com/article/421/0009063280,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
캐릭터 라이선싱 페어 2026 개막,https://m.entertain.naver.com/article/421/0009063276,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
"리센느, 시선 사로잡는 무대",https://m.entertain.naver.com/article/421/0009063286,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
"리센느 원이, &#x27;윙크 발사&#x27;",https://m.entertain.naver.com/article/421/0009063282,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
열창하는 &#x27;신라공주&#x27;,https://m.entertain.naver.com/article/421/0009063289,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
축하공연 선보이는 캐릭터 라이선싱 페어 홍보대사 리센느,https://m.entertain.naver.com/article/421/0009063283,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
"&#x27;대세돌&#x27; 리센느, 캐릭터 라이선싱 페어 2026 축하무대",https://m.entertain.naver.com/article/421/0009063292,2026-07-16 12:47:24,뉴스1,최지환,0,0,0,0,0,0
캐릭터 라이선싱 페어 홍보대사 위촉장 받는 리센느,https://m.entertain.naver.com/article/421/0009063278,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
무대 펼치는 캐릭터 라이선싱 페어 홍보대사 리센느,https://m.entertain.naver.com/article/421/0009063284,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
가창력 뽐내는 &#x27;신라공주&#x27;,https://m.entertain.naver.com/article/421/0009063288,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
"리센느 원이, 리더의 카리스마",https://m.entertain.naver.com/article/421/0009063285,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
리센느의 화려한 무대,https://m.entertain.naver.com/article/421/0009063290,2026-07-16 12:47:12,뉴스1,최지환,0,0,0,0,0,0
소감 밝히는 리센느 원이,https://m.entertain.naver.com/article/003/0014070988,2026-07-16 12:43:27,뉴시스,김혜진,0,0,0,0,0,0
캐릭터 라이선싱 페어 2026 홍보대사 위촉된 리센느,https://n.news.naver.com/mnews/article/003/0014070985?sid=101,2026-07-16 12:42:29,뉴시스,,0,1,0,0,0,0
리센느의 무대,https://n.news.naver.com/mnews/article/003/0014070986?sid=101,2026-07-16 12:42:29,뉴시스,,0,0,1,0,0,0
캐릭터 라이선싱 페어 2026 홍보대사 위촉된 리센느,https://n.news.naver.com/mnews/article/003/0014070978?sid=101,2026-07-16 12:42:29,뉴시스,,0,0,0,0,0,0
홍보대사 축하공연 펼치는 리센느,https://n.news.naver.com/mnews/article/003/0014070982?sid=101,2026-07-16 12:42:29,뉴시스,,0,0,0,0,0,0
캐릭터 라이선싱 페어 2026 참석한 리센느 미나미,https://n.news.naver.com/mnews/article/003/0014070975?sid=101,2026-07-16 12:42:29,뉴시스,,0,0,0,0,0,0
홍보대사 축하공연 펼치는 리센느,https://n.news.naver.com/mnews/article/003/0014070987?sid=101,2026-07-16 12:42:29,뉴시스,,1,0,0,0,0,1
캐릭터 라이선싱 페어 2026 참석한 리센느 원이,https://n.news.naver.com/mnews/article/003/0014070976?sid=101,2026-07-16 12:42:29,뉴시스,,0,1,0,0,0,0
캐릭터 라이선싱 페어 2026 홍보대사 위촉된 리센느,https://n.news.naver.com/mnews/article/003/0014070974?sid=101,2026-07-16 12:42:29,뉴시스,,0,0,0,0,0,0
"[E포토] 리센느, &#x27;음원, 음방 1위 역주행의 주인공&#x27;",https://m.entertain.naver.com/article/416/0000325025,2026-07-16 12:40:27,SBS연예뉴스,,0,0,0,0,0,0
"[E포토] 리센느 원이, &#x27;캐릭터보다 빛나는 미소&#x27;",https://m.entertain.naver.com/article/416/0000325021,2026-07-16 12:40:17,SBS연예뉴스,,0,0,0,0,0,0
"[E포토] 리센느, &#x27;프리티걸들의 무대 위 야호&#x27;",https://m.entertain.naver.com/article/416/0000325026,2026-07-16 12:40:29,SBS연예뉴스,,0,0,0,0,0,0
"[E포토] 리센느, &#x27;캐릭터 인형들과 야호&#x27;",https://m.entertain.naver.com/article/416/0000325023,2026-07-16 12:40:22,SBS연예뉴스,,0,0,0,0,0,0
"[E포토] 리센느, &#x27;캐릭터 박람회 홍보대사로&#x27;",https://m.entertain.naver.com/article/416/0000325019,2026-07-16 12:40:11,SBS연예뉴스,,0,0,0,0,0,0
[TD포토] 리센느 미나미 &#x27;행복한 무대&#x27;,https://m.entertain.naver.com/article/440/0000037627,2026-07-16 12:38:10,티브이데일리,안성후 기자,0,0,0,0,0,0
[MD포토] 리센느 미나미 &#x27;이제는 우리가 주인공&#x27;,https://m.entertain.naver.com/article/117/0004085265,2026-07-16 12:38:10,마이데일리,곽경훈,0,0,0,0,0,0
[TD포토] 리센느 메이 &#x27;브이~&#x27;,https://m.entertain.naver.com/article/440/0000037628,2026-07-16 12:38:13,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 리브 &#x27;사랑스럽게~&#x27;,https://m.entertain.naver.com/article/440/0000037626,2026-07-16 12:36:13,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 원이 &#x27;코엑스에 뜬 파이리&#x27;,https://m.entertain.naver.com/article/440/0000037624,2026-07-16 12:34:12,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 &#x27;요즘 기분~&#x27;,https://m.entertain.naver.com/article/440/0000037623,2026-07-16 12:34:10,티브이데일리,안성후 기자,0,0,0,0,0,0
K-콘텐츠 한 자리에...'캐릭터 라이선싱 페어 2026' 열려,https://n.news.naver.com/mnews/article/092/0002430787?sid=103,2026-07-16 12:31:12,지디넷코리아,,0,0,0,0,0,0
[TD포토] 리센느 메이 &#x27;사랑스럽게&#x27;,https://m.entertain.naver.com/article/440/0000037619,2026-07-16 12:30:10,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 메이 애교에 무표정 제나,https://m.entertain.naver.com/article/440/0000037620,2026-07-16 12:30:12,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 원이 &#x27;바라만 봐도 기분좋은 미소&#x27;,https://m.entertain.naver.com/article/440/0000037618,2026-07-16 12:28:19,티브이데일리,안성후 기자,0,0,0,0,0,0
"[사진]리세는 원이, &#x27;당당 파이리&#x27;",https://m.entertain.naver.com/article/109/0005572192,2026-07-16 12:26:25,OSEN,조은정,0,0,0,0,0,0
[TD포토] 리센느 &#x27;당당하게 걷기~&#x27;,https://m.entertain.naver.com/article/440/0000037616,2026-07-16 12:26:12,티브이데일리,안성후 기자,0,0,0,0,0,0
"[사진]리세는 리브, &#x27;연습생에서 주인공으로&#x27;",https://m.entertain.naver.com/article/109/0005572193,2026-07-16 12:26:27,OSEN,조은정,0,0,0,0,0,0
[사진]리센느 미나미 &#x27;당당하게 걷기&#x27;,https://m.entertain.naver.com/article/109/0005572189,2026-07-16 12:26:18,OSEN,조은정,0,0,0,0,0,0
[사진]리센느 미나미 &#x27;갸루 내려놓고 청순 미소&#x27;,https://m.entertain.naver.com/article/109/0005572190,2026-07-16 12:26:20,OSEN,조은정,0,0,0,0,0,0
[사진]리센느 메이 &#x27;청순 단발&#x27;,https://m.entertain.naver.com/article/109/0005572187,2026-07-16 12:26:13,OSEN,조은정,0,0,0,0,0,0
[TD포토] 리센느 리브 &#x27;프리티걸~&#x27;,https://m.entertain.naver.com/article/440/0000037615,2026-07-16 12:26:10,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 원이 &#x27;사랑스럽게~&#x27;,https://m.entertain.naver.com/article/440/0000037614,2026-07-16 12:24:10,티브이데일리,안성후 기자,0,0,0,0,0,0
"[영상] 리센느, &#x27;LOVE ATTACK + Pretty Girl&#x27; 2026 캐릭터 라이선싱 페어 개막식 축하공연",https://m.entertain.naver.com/article/408/0000315139,2026-07-16 12:22:10,MBC연예,홍밝음,0,0,0,0,0,0
[MD포토] 리센트 리브 &#x27;에너지 가득한 무대&#x27;,https://m.entertain.naver.com/article/117/0004085261,2026-07-16 12:22:10,마이데일리,곽경훈,0,0,0,0,0,0
[TD포토] 리센느 미나미 &#x27;프리티걸~&#x27;,https://m.entertain.naver.com/article/440/0000037613,2026-07-16 12:22:10,티브이데일리,안성후 기자,0,0,0,0,0,0
[MD포토] 축하공연 펼치는 걸그룹 리센느,https://m.entertain.naver.com/article/117/0004085259,2026-07-16 12:19:10,마이데일리,곽경훈,0,0,0,0,0,0
[TD포토] 리센느 메이 &#x27;예쁜 미소&#x27;,https://m.entertain.naver.com/article/440/0000037611,2026-07-16 12:18:12,티브이데일리,안성후 기자,0,0,0,0,0,0
[TD포토] 리센느 원이 &#x27;파이리 싱크로율 99%&#x27;,https://m.entertain.naver.com/article/440/0000037612,2026-07-16 12:18:15,티브이데일리,안성후 기자,0,0,0,0,0,0
"[영상] 리센느, 2년 연속 홍보대사 위촉 &#x27;계속되는 성장 서사&#x27;(캐릭터 라이선싱 페어)",https://m.entertain.naver.com/article/408/0000315138,2026-07-16 12:18:12,MBC연예,홍밝음,0,0,0,0,0,0
"리센느 제나, 신라공주의 당당한 매력 [포토엔HD]",https://m.entertain.naver.com/article/609/0001146771,2026-07-16 12:18:22,뉴스엔,이재하,0,0,0,0,0,0
"리센느 메이, 꽃보다 예쁜 미소 [포토엔HD]",https://m.entertain.naver.com/article/609/0001146770,2026-07-16 12:18:20,뉴스엔,이재하,0,0,0,0,0,0
[MD포토] 메이 &#x27;리센느의 깜찍 요정&#x27;,https://m.entertain.naver.com/article/117/0004085258,2026-07-16 12:17:10,마이데일리,곽경훈,0,0,0,0,0,0
"리센느, 대세 인사",https://m.entertain.naver.com/article/119/0003112119,2026-07-16 12:17:11,데일리안,방규현기자,0,0,0,0,0,0
"리브, 자신감 넘치는 무대",https://m.entertain.naver.com/article/119/0003112120,2026-07-16 12:17:13,데일리안,방규현기자,0,0,0,0,0,0
"리센느, 예쁨이 모여 더 빛나는 순간 [포토엔HD]",https://m.entertain.naver.com/article/609/0001146768,2026-07-16 12:16:20,뉴스엔,이재하,0,0,0,0,0,0
인사하는 리센느 원이,https://m.entertain.naver.com/article/119/0003112118,2026-07-16 12:16:15,데일리안,방규현기자,0,0,0,0,0,0
&#x27;홍보대사 야호~&#x27; 캐릭터 라이선싱 페어 2026 빛낸 리센느 [TF사진관],https://m.entertain.naver.com/article/629/0000516697,2026-07-16 12:16:13,더팩트,,0,0,0,0,0,0
[MD포토] 리센느 미나미 &#x27;시선잡는 미모&#x27;,https://m.entertain.naver.com/article/117/0004085257,2026-07-16 12:16:12,마이데일리,곽경훈,0,0,0,0,0,0
"미나미, 팬들 응원 받으며",https://m.entertain.naver.com/article/119/0003112117,2026-07-16 12:15:16,데일리안,방규현기자,0,0,0,0,0,0
